15,860.5,,,,,,
52,54,2,86,,,,
87,41,29,8,77,89,,
66,60,1,49,56,,,
46,31,57,36,60,,,
71,50,,,,,,
29,56,,,,,,
49,1,48,78,76,64,52,83
51,58,100,47,46,69,,
42,41,39,40,9,,,
12,6,3,66,91,45,1,
33,68,13,96,45,,,
100,33,72,100,84,,,
22,51,,,,,,
17,65,42,78,,,,
81,27,,,,,,
19,65,10,30,,,,
84,15,27,50,36,73,,
34,53,14,65,66,,,
17,5,17,99,31,,,
50,26,,,,,,
7,28,,,,,,
70,29,64,60,34,46,36,83
52,25,56,55,52,11,,
89,12,47,38,27,,,
4,39,70,77,93,33,72,
20,35,78,97,21,,,
11,30,33,16,21,,,
11,58,,,,,,
92,5,4,10,,,,
97,27,,,,,,
25,,,,,,,
2,4,4,1,,,,
6,0,9,1,,,,
6,1,9,5,,,,
6,2,9,1,,,,
6,4,9,4,,,,
6,6,9,1,,,,
6,7,9,4,,,,
7,1,10,2,,,,
7,3,10,2,,,,
7,4,10,2,,,,
7,5,10,4,,,,
7,0,12,0,,,,
7,1,12,0,,,,
7,2,12,0,,,,
7,3,12,0,,,,
7,4,12,0,,,,
8,0,11,2,,,,
8,1,11,2,,,,
8,2,11,2,,,,
8,3,11,2,,,,
8,4,11,4,,,,
8,0,12,0,,,,
8,1,12,0,,,,
8,2,12,0,,,,
8,3,12,0,,,,
15,,,,,,,
4,0,2,4,,,,
6,3,9,1,,,,
6,3,9,2,,,,
6,3,9,3,,,,
6,3,9,4,,,,
6,3,9,5,,,,
6,5,9,0,,,,
6,5,9,1,,,,
6,5,9,2,,,,
6,5,9,3,,,,
6,5,9,5,,,,
7,0,10,1,,,,
7,0,10,4,,,,
7,2,10,1,,,,
7,2,10,4,,,,
